product_id,bc05_anomaly_count,price
4352,2,225.0
4594,2,144.0
4406,2,157.0
4402,2,176.0
6202,2,116.4
6212,2,115.0
5918,2,114.0
4904,2,137.0
5001,2,217.5
6213,2,121.0
6215,2,115.0
6216,2,121.0
5917,2,122.0
5892,2,191.3
5767,2,175.0
6126,2,135.0
5612,2,124.8
4132,1,88.4
4055,1,86.1
4115,1,100.0
